// time (day), value
1.50000, 1728.0000
1.50500, 1728.0000
1.51000, 1728.0000
1.51500, 1728.0000
1.52000, 1728.0000
1.52500, 1728.0000
1.53000, 1728.0000
1.53500, 1728.0000
1.54000, 1728.0000
1.54500, 1728.0000
1.55000, 1728.0000
1.55500, 1728.0000
1.56000, 1728.0000
1.56500, 1728.0000
1.57000, 1728.0000
1.57500, 1728.0000
1.58000, 1728.0000
1.58500, 1728.0000
1.59000, 1728.0000
1.59500, 1728.0000
1.60000, 1728.0000
1.60500, 1728.0000
1.61000, 1728.0000
1.61500, 1728.0000
1.62000, 1728.0000
1.62500, 1728.0000
1.63000, 1728.0000
1.63500, 1728.0000
1.64000, 1728.0000
1.64500, 1728.0000
1.65000, 1728.0000
1.65500, 1728.0000
1.66000, 1728.0000
1.66500, 1728.0000
1.67000, 1728.0000
1.67500, 1728.0000
1.68000, 1728.0000
1.68500, 1728.0000
1.69000, 1728.0000
1.69500, 1728.0000
1.70000, 1728.0000
1.70500, 1728.0000
1.71000, 1728.0000
1.71500, 1728.0000
1.72000, 1728.0000
1.72500, 1728.0000
1.73000, 1728.0000
1.73500, 1728.0000
1.74000, 1728.0000
1.74500, 1728.0000
1.75000, 1728.0000
1.75500, 1728.0000
1.76000, 1728.0000
1.76500, 1728.0000
1.77000, 1728.0000
1.77500, 1728.0000
1.78000, 1728.0000
1.78500, 1728.0000
1.79000, 1728.0000
1.79500, 1728.0000
1.80000, 1728.0000
1.80500, 1728.0000
1.81000, 1728.0000
1.81500, 1728.0000
1.82000, 1728.0000
1.82500, 1728.0000
1.83000, 1728.0000
1.83500, 1728.0000
1.84000, 1728.0000
1.84500, 1728.0000
1.85000, 1728.0000
1.85500, 1728.0000
1.86000, 1728.0000
1.86500, 1728.0000
1.87000, 1728.0000
1.87500, 1728.0000
1.88000, 1728.0000
1.88500, 1728.0000
1.89000, 1728.0000
1.89500, 1728.0000
1.90000, 1728.0000
1.90500, 1728.0000
1.91000, 1728.0000
1.91500, 1728.0000
1.92000, 1728.0000
1.92500, 1728.0000
1.93000, 1728.0000
1.93500, 1728.0000
1.94000, 1728.0000
1.94500, 1728.0000
1.95000, 1728.0000
1.95500, 1728.0000
1.96000, 1728.0000
1.96500, 1728.0000
1.97000, 1728.0000
1.97500, 1728.0000
1.98000, 1728.0000
1.98500, 1728.0000
1.99000, 1728.0000
1.99500, 1728.0000
2.00000, 1728.0000
