// time (day), value
0.74500, 864.0000
0.75000, 864.0000
0.75500, 864.0000
0.76000, 864.0000
0.76500, 864.0000
0.77000, 864.0000
0.77500, 864.0000
0.78000, 864.0000
0.78500, 864.0000
0.79000, 864.0000
0.79500, 864.0000
0.80000, 864.0000
0.80500, 864.0000
0.81000, 864.0000
0.81500, 864.0000
0.82000, 864.0000
0.82500, 864.0000
0.83000, 864.0000
0.83500, 864.0000
0.84000, 864.0000
0.84500, 864.0000
0.85000, 864.0000
0.85500, 864.0000
0.86000, 864.0000
0.86500, 864.0000
0.87000, 864.0000
0.87500, 864.0000
0.88000, 864.0000
0.88500, 864.0000
0.89000, 864.0000
0.89500, 864.0000
0.90000, 864.0000
0.90500, 864.0000
0.91000, 864.0000
0.91500, 864.0000
0.92000, 864.0000
0.92500, 864.0000
0.93000, 864.0000
0.93500, 864.0000
0.94000, 864.0000
0.94500, 864.0000
0.95000, 864.0000
0.95500, 864.0000
0.96000, 864.0000
0.96500, 864.0000
0.97000, 864.0000
0.97500, 864.0000
0.98000, 864.0000
0.98500, 864.0000
0.99000, 864.0000
0.99500, 864.0000
1.00000, 864.0000
1.00500, 864.0000
1.01000, 864.0000
1.01500, 864.0000
1.02000, 864.0000
1.02500, 864.0000
1.03000, 864.0000
1.03500, 864.0000
1.04000, 864.0000
1.04500, 864.0000
1.05000, 864.0000
1.05500, 864.0000
1.06000, 864.0000
1.06500, 864.0000
1.07000, 864.0000
1.07500, 864.0000
1.08000, 864.0000
1.08500, 864.0000
1.09000, 864.0000
1.09500, 864.0000
1.10000, 864.0000
1.10500, 864.0000
1.11000, 864.0000
1.11500, 864.0000
1.12000, 864.0000
1.12500, 864.0000
1.13000, 864.0000
1.13500, 864.0000
1.14000, 864.0000
1.14500, 864.0000
1.15000, 864.0000
1.15500, 864.0000
1.16000, 864.0000
1.16500, 864.0000
1.17000, 864.0000
1.17500, 864.0000
1.18000, 864.0000
1.18500, 864.0000
1.19000, 864.0000
1.19500, 864.0000
1.20000, 864.0000
1.20500, 864.0000
1.21000, 864.0000
1.21500, 864.0000
1.22000, 864.0000
1.22500, 864.0000
1.23000, 864.0000
1.23500, 864.0000
1.24000, 864.0000
1.24500, 864.0000
1.25000, 864.0000
1.25500, 864.0000
1.26000, 864.0000
1.26500, 864.0000
1.27000, 864.0000
1.27500, 864.0000
1.28000, 864.0000
1.28500, 864.0000
1.29000, 864.0000
1.29500, 864.0000
1.30000, 864.0000
1.30500, 864.0000
1.31000, 864.0000
1.31500, 864.0000
1.32000, 864.0000
1.32500, 864.0000
1.33000, 864.0000
1.33500, 864.0000
1.34000, 864.0000
1.34500, 864.0000
1.35000, 864.0000
1.35500, 864.0000
1.36000, 864.0000
1.36500, 864.0000
1.37000, 864.0000
1.37500, 864.0000
1.38000, 864.0000
1.38500, 864.0000
1.39000, 864.0000
1.39500, 864.0000
1.40000, 864.0000
1.40500, 864.0000
1.41000, 864.0000
1.41500, 864.0000
1.42000, 864.0000
1.42500, 864.0000
1.43000, 864.0000
1.43500, 864.0000
1.44000, 864.0000
1.44500, 864.0000
1.45000, 864.0000
1.45500, 864.0000
1.46000, 864.0000
1.46500, 864.0000
1.47000, 864.0000
1.47500, 864.0000
1.48000, 864.0000
1.48500, 864.0000
1.49000, 864.0000
1.49500, 864.0000
1.50000, 864.0000
1.50500, 864.0000
1.51000, 864.0000
1.51500, 864.0000
1.52000, 864.0000
1.52500, 864.0000
1.53000, 864.0000
1.53500, 864.0000
1.54000, 864.0000
1.54500, 864.0000
1.55000, 864.0000
1.55500, 864.0000
1.56000, 864.0000
1.56500, 864.0000
1.57000, 864.0000
1.57500, 864.0000
1.58000, 864.0000
1.58500, 864.0000
1.59000, 864.0000
1.59500, 864.0000
1.60000, 864.0000
1.60500, 864.0000
1.61000, 864.0000
1.61500, 864.0000
1.62000, 864.0000
1.62500, 864.0000
1.63000, 864.0000
1.63500, 864.0000
1.64000, 864.0000
1.64500, 864.0000
1.65000, 864.0000
1.65500, 864.0000
1.66000, 864.0000
1.66500, 864.0000
1.67000, 864.0000
1.67500, 864.0000
1.68000, 864.0000
1.68500, 864.0000
1.69000, 864.0000
1.69500, 864.0000
1.70000, 864.0000
1.70500, 864.0000
1.71000, 864.0000
1.71500, 864.0000
1.72000, 864.0000
1.72500, 864.0000
1.73000, 864.0000
1.73500, 864.0000
1.74000, 864.0000
1.74500, 864.0000
1.75000, 864.0000
1.75500, 864.0000
1.76000, 864.0000
1.76500, 864.0000
1.77000, 864.0000
1.77500, 864.0000
1.78000, 864.0000
1.78500, 864.0000
1.79000, 864.0000
1.79500, 864.0000
1.80000, 864.0000
1.80500, 864.0000
1.81000, 864.0000
1.81500, 864.0000
1.82000, 864.0000
1.82500, 864.0000
1.83000, 864.0000
1.83500, 864.0000
1.84000, 864.0000
1.84500, 864.0000
1.85000, 864.0000
1.85500, 864.0000
1.86000, 864.0000
1.86500, 864.0000
1.87000, 864.0000
1.87500, 864.0000
1.88000, 864.0000
1.88500, 864.0000
1.89000, 864.0000
1.89500, 864.0000
1.90000, 864.0000
1.90500, 864.0000
1.91000, 864.0000
1.91500, 864.0000
1.92000, 864.0000
1.92500, 864.0000
1.93000, 864.0000
1.93500, 864.0000
1.94000, 864.0000
1.94500, 864.0000
1.95000, 864.0000
1.95500, 864.0000
1.96000, 864.0000
1.96500, 864.0000
1.97000, 864.0000
1.97500, 864.0000
1.98000, 864.0000
1.98500, 864.0000
1.99000, 864.0000
1.99500, 864.0000
2.00000, 864.0000
