// time (day), value
0.73500, 0.6018
0.74000, 0.6231
0.74500, 0.6457
0.75000, 0.6696
0.75500, 0.6950
0.76000, 0.7218
0.76500, 0.7501
0.77000, 0.7799
0.77500, 0.8111
0.78000, 0.8439
0.78500, 0.8782
0.79000, 0.9140
0.79500, 0.9513
0.80000, 0.9901
0.80500, 1.0303
0.81000, 1.0720
0.81500, 1.1150
0.82000, 1.1593
0.82500, 1.2049
0.83000, 1.2517
0.83500, 1.2995
0.84000, 1.3483
0.84500, 1.3981
0.85000, 1.4486
0.85500, 1.4997
0.86000, 1.5514
0.86500, 1.6035
0.87000, 1.6558
0.87500, 1.7083
0.88000, 1.7606
0.88500, 1.8127
0.89000, 1.8644
0.89500, 1.9155
0.90000, 1.9658
0.90500, 2.0151
0.91000, 2.0634
0.91500, 2.1103
0.92000, 2.1557
0.92500, 2.1994
0.93000, 2.2412
0.93500, 2.2810
0.94000, 2.3186
0.94500, 2.3539
0.95000, 2.3866
0.95500, 2.4167
0.96000, 2.4440
0.96500, 2.4684
0.97000, 2.4897
0.97500, 2.5080
0.98000, 2.5230
0.98500, 2.5348
0.99000, 2.5432
0.99500, 2.5483
1.00000, 2.5500
1.00500, 2.5483
1.01000, 2.5432
1.01500, 2.5348
1.02000, 2.5230
1.02500, 2.5080
1.03000, 2.4897
1.03500, 2.4684
1.04000, 2.4440
1.04500, 2.4167
1.05000, 2.3866
1.05500, 2.3539
1.06000, 2.3186
1.06500, 2.2810
1.07000, 2.2412
1.07500, 2.1994
1.08000, 2.1557
1.08500, 2.1103
1.09000, 2.0634
1.09500, 2.0151
1.10000, 1.9658
1.10500, 1.9155
1.11000, 1.8644
1.11500, 1.8127
1.12000, 1.7606
1.12500, 1.7083
1.13000, 1.6558
1.13500, 1.6035
1.14000, 1.5514
1.14500, 1.4997
1.15000, 1.4486
1.15500, 1.3981
1.16000, 1.3483
1.16500, 1.2995
1.17000, 1.2517
1.17500, 1.2049
1.18000, 1.1593
1.18500, 1.1150
1.19000, 1.0720
1.19500, 1.0303
1.20000, 0.9901
1.20500, 0.9513
1.21000, 0.9140
1.21500, 0.8782
1.22000, 0.8439
1.22500, 0.8111
1.23000, 0.7799
1.23500, 0.7501
1.24000, 0.7218
1.24500, 0.6950
1.25000, 0.6696
1.25500, 0.6457
1.26000, 0.6231
1.26500, 0.6018
1.27000, 0.5819
1.27500, 0.5632
1.28000, 0.5457
1.28500, 0.5293
1.29000, 0.5141
1.29500, 0.4999
1.30000, 0.4868
1.30500, 0.4746
1.31000, 0.4633
1.31500, 0.4529
1.32000, 0.4433
1.32500, 0.4345
1.33000, 0.4263
1.33500, 0.4189
1.34000, 0.4121
1.34500, 0.4058
1.35000, 0.4002
1.35500, 0.3950
1.36000, 0.3903
1.36500, 0.3860
1.37000, 0.3822
1.37500, 0.3787
1.38000, 0.3755
1.38500, 0.3727
1.39000, 0.3701
1.39500, 0.3678
1.40000, 0.3658
1.40500, 0.3639
1.41000, 0.3623
1.41500, 0.3608
1.42000, 0.3595
1.42500, 0.3583
1.43000, 0.3573
1.43500, 0.3564
1.44000, 0.3556
1.44500, 0.3549
1.45000, 0.3542
1.45500, 0.3537
1.46000, 0.3532
1.46500, 0.3528
1.47000, 0.3524
1.47500, 0.3521
1.48000, 0.3518
1.48500, 0.3515
1.49000, 0.3513
1.49500, 0.3511
1.50000, 0.3510
1.50500, 0.3508
1.51000, 0.3507
1.51500, 0.3506
1.52000, 0.3505
1.52500, 0.3504
1.53000, 0.3504
1.53500, 0.3503
1.54000, 0.3503
1.54500, 0.3502
1.55000, 0.3502
1.55500, 0.3502
1.56000, 0.3501
1.56500, 0.3501
1.57000, 0.3501
1.57500, 0.3501
1.58000, 0.3501
1.58500, 0.3501
1.59000, 0.3500
1.59500, 0.3500
1.60000, 0.3500
1.60500, 0.3500
1.61000, 0.3500
1.61500, 0.3500
1.62000, 0.3500
1.62500, 0.3500
1.63000, 0.3500
1.63500, 0.3500
1.64000, 0.3500
1.64500, 0.3500
1.65000, 0.3500
1.65500, 0.3500
1.66000, 0.3500
1.66500, 0.3500
1.67000, 0.3500
1.67500, 0.3500
1.68000, 0.3500
1.68500, 0.3500
1.69000, 0.3500
1.69500, 0.3500
1.70000, 0.3500
1.70500, 0.3500
1.71000, 0.3500
1.71500, 0.3500
1.72000, 0.3500
1.72500, 0.3500
1.73000, 0.3500
1.73500, 0.3500
1.74000, 0.3500
1.74500, 0.3500
1.75000, 0.3500
1.75500, 0.3500
1.76000, 0.3500
1.76500, 0.3500
1.77000, 0.3500
1.77500, 0.3500
1.78000, 0.3500
1.78500, 0.3500
1.79000, 0.3500
1.79500, 0.3500
1.80000, 0.3500
1.80500, 0.3500
1.81000, 0.3500
1.81500, 0.3500
1.82000, 0.3500
1.82500, 0.3500
1.83000, 0.3500
1.83500, 0.3500
1.84000, 0.3500
1.84500, 0.3500
1.85000, 0.3500
1.85500, 0.3500
1.86000, 0.3500
1.86500, 0.3500
1.87000, 0.3500
1.87500, 0.3500
1.88000, 0.3500
1.88500, 0.3500
1.89000, 0.3500
1.89500, 0.3500
1.90000, 0.3500
1.90500, 0.3500
1.91000, 0.3500
1.91500, 0.3500
1.92000, 0.3500
1.92500, 0.3500
1.93000, 0.3500
1.93500, 0.3500
1.94000, 0.3500
1.94500, 0.3500
1.95000, 0.3500
1.95500, 0.3500
1.96000, 0.3500
1.96500, 0.3500
1.97000, 0.3500
1.97500, 0.3500
1.98000, 0.3500
1.98500, 0.3500
1.99000, 0.3500
1.99500, 0.3500
2.00000, 0.3500
