// time (day), value
0.61500, 155329.3651
0.62000, 147513.8094
0.62500, 139788.7825
0.63000, 132182.8741
0.63500, 124722.3581
0.64000, 117431.0939
0.64500, 110330.4580
0.65000, 103439.3079
0.65500, 96773.9737
0.66000, 90348.2785
0.66500, 84173.5838
0.67000, 78258.8587
0.67500, 72610.7692
0.68000, 67233.7867
0.68500, 62130.3115
0.69000, 57300.8094
0.69500, 52743.9580
0.70000, 48456.8014
0.70500, 44434.9089
0.71000, 40672.5362
0.71500, 37162.7877
0.72000, 33897.7759
0.72500, 30868.7776
0.73000, 28066.3848
0.73500, 25480.6485
0.74000, 23101.2146
0.74500, 20917.4511
0.75000, 18918.5654
0.75500, 17093.7113
0.76000, 15432.0861
0.76500, 13923.0164
0.77000, 12556.0337
0.77500, 11320.9396
0.78000, 10207.8609
0.78500, 9207.2946
0.79000, 8310.1452
0.79500, 7507.7516
0.80000, 6791.9078
0.80500, 6154.8755
0.81000, 5589.3906
0.81500, 5088.6637
0.82000, 4646.3762
0.82500, 4256.6714
0.83000, 3914.1423
0.83500, 3613.8162
0.84000, 3351.1370
0.84500, 3121.9459
0.85000, 2922.4598
0.85500, 2749.2500
0.86000, 2599.2193
0.86500, 2469.5797
0.87000, 2357.8296
0.87500, 2261.7320
0.88000, 2179.2926
0.88500, 2108.7397
0.89000, 2048.5037
0.89500, 1997.1986
0.90000, 1953.6043
0.90500, 1916.6501
0.91000, 1885.3988
0.91500, 1859.0330
0.92000, 1836.8416
0.92500, 1818.2078
0.93000, 1802.5982
0.93500, 1789.5527
0.94000, 1778.6758
0.94500, 1769.6284
0.95000, 1762.1203
0.95500, 1755.9044
0.96000, 1750.7701
0.96500, 1746.5393
0.97000, 1743.0611
0.97500, 1740.2083
0.98000, 1737.8739
0.98500, 1735.9681
0.99000, 1734.4159
0.99500, 1733.1546
1.00000, 1732.1321
1.00500, 1731.3050
1.01000, 1730.6377
1.01500, 1730.1004
1.02000, 1729.6688
1.02500, 1729.3230
1.03000, 1729.0465
1.03500, 1728.8260
1.04000, 1728.6504
1.04500, 1728.5111
1.05000, 1728.4007
1.05500, 1728.3135
1.06000, 1728.2447
1.06500, 1728.1905
1.07000, 1728.1481
1.07500, 1728.1148
1.08000, 1728.0888
1.08500, 1728.0686
1.09000, 1728.0528
1.09500, 1728.0406
1.10000, 1728.0311
1.10500, 1728.0238
1.11000, 1728.0182
1.11500, 1728.0138
1.12000, 1728.0105
1.12500, 1728.0080
1.13000, 1728.0060
1.13500, 1728.0046
1.14000, 1728.0034
1.14500, 1728.0026
1.15000, 1728.0019
1.15500, 1728.0014
1.16000, 1728.0011
1.16500, 1728.0008
1.17000, 1728.0006
1.17500, 1728.0004
1.18000, 1728.0003
1.18500, 1728.0002
1.19000, 1728.0002
1.19500, 1728.0001
1.20000, 1728.0001
1.20500, 1728.0001
1.21000, 1728.0001
1.21500, 1728.0000
1.22000, 1728.0000
1.22500, 1728.0000
1.23000, 1728.0000
1.23500, 1728.0000
1.24000, 1728.0000
1.24500, 1728.0000
1.25000, 1728.0000
1.25500, 1728.0000
1.26000, 1728.0000
1.26500, 1728.0000
1.27000, 1728.0000
1.27500, 1728.0000
1.28000, 1728.0000
1.28500, 1728.0000
1.29000, 1728.0000
1.29500, 1728.0000
1.30000, 1728.0000
1.30500, 1728.0000
1.31000, 1728.0000
1.31500, 1728.0000
1.32000, 1728.0000
1.32500, 1728.0000
1.33000, 1728.0000
1.33500, 1728.0000
1.34000, 1728.0000
1.34500, 1728.0000
1.35000, 1728.0000
1.35500, 1728.0000
1.36000, 1728.0000
1.36500, 1728.0000
1.37000, 1728.0000
1.37500, 1728.0000
1.38000, 1728.0000
1.38500, 1728.0000
1.39000, 1728.0000
1.39500, 1728.0000
1.40000, 1728.0000
1.40500, 1728.0000
1.41000, 1728.0000
1.41500, 1728.0000
1.42000, 1728.0000
1.42500, 1728.0000
1.43000, 1728.0000
1.43500, 1728.0000
1.44000, 1728.0000
1.44500, 1728.0000
1.45000, 1728.0000
1.45500, 1728.0000
1.46000, 1728.0000
1.46500, 1728.0000
1.47000, 1728.0000
1.47500, 1728.0000
1.48000, 1728.0000
1.48500, 1728.0000
1.49000, 1728.0000
1.49500, 1728.0000
1.50000, 1728.0000
1.50500, 1728.0000
1.51000, 1728.0000
1.51500, 1728.0000
1.52000, 1728.0000
1.52500, 1728.0000
1.53000, 1728.0000
1.53500, 1728.0000
1.54000, 1728.0000
1.54500, 1728.0000
1.55000, 1728.0000
1.55500, 1728.0000
1.56000, 1728.0000
1.56500, 1728.0000
1.57000, 1728.0000
1.57500, 1728.0000
1.58000, 1728.0000
1.58500, 1728.0000
1.59000, 1728.0000
1.59500, 1728.0000
1.60000, 1728.0000
1.60500, 1728.0000
1.61000, 1728.0000
1.61500, 1728.0000
1.62000, 1728.0000
1.62500, 1728.0000
1.63000, 1728.0000
1.63500, 1728.0000
1.64000, 1728.0000
1.64500, 1728.0000
1.65000, 1728.0000
1.65500, 1728.0000
1.66000, 1728.0000
1.66500, 1728.0000
1.67000, 1728.0000
1.67500, 1728.0000
1.68000, 1728.0000
1.68500, 1728.0000
1.69000, 1728.0000
1.69500, 1728.0000
1.70000, 1728.0000
1.70500, 1728.0000
1.71000, 1728.0000
1.71500, 1728.0000
1.72000, 1728.0000
1.72500, 1728.0000
1.73000, 1728.0000
1.73500, 1728.0000
1.74000, 1728.0000
1.74500, 1728.0000
1.75000, 1728.0000
1.75500, 1728.0000
1.76000, 1728.0000
1.76500, 1728.0000
1.77000, 1728.0000
1.77500, 1728.0000
1.78000, 1728.0000
1.78500, 1728.0000
1.79000, 1728.0000
1.79500, 1728.0000
1.80000, 1728.0000
1.80500, 1728.0000
1.81000, 1728.0000
1.81500, 1728.0000
1.82000, 1728.0000
1.82500, 1728.0000
1.83000, 1728.0000
1.83500, 1728.0000
1.84000, 1728.0000
1.84500, 1728.0000
1.85000, 1728.0000
1.85500, 1728.0000
1.86000, 1728.0000
1.86500, 1728.0000
1.87000, 1728.0000
1.87500, 1728.0000
1.88000, 1728.0000
1.88500, 1728.0000
1.89000, 1728.0000
1.89500, 1728.0000
1.90000, 1728.0000
1.90500, 1728.0000
1.91000, 1728.0000
1.91500, 1728.0000
1.92000, 1728.0000
1.92500, 1728.0000
1.93000, 1728.0000
1.93500, 1728.0000
1.94000, 1728.0000
1.94500, 1728.0000
1.95000, 1728.0000
1.95500, 1728.0000
1.96000, 1728.0000
1.96500, 1728.0000
1.97000, 1728.0000
1.97500, 1728.0000
1.98000, 1728.0000
1.98500, 1728.0000
1.99000, 1728.0000
1.99500, 1728.0000
2.00000, 1728.0000
